customer_id,first_name,last_name,phone,email,street,city,state,zip_code
879753,Pamela,Wright,307-329-8832,pamela.wright@aol.com,Banner,Banner,WY,82832
958326,Larry,Miller,217-574-9283,larry.miller@shell.com,East Saint Louis,East Saint Louis,IL,62201
447813,Ann,Coleman,319-994-4179,ann.coleman@ibm.com,Hancock,Hancock,IA,51536
525955,Judy,Gonzales,201-640-8645,judy.gonzales@gmail.com,Eatontown,Eatontown,NJ,7724
818384,Peter,Washington,231-322-0316,peter.washington@bp.com,Portage,Portage,MI,49024
971640,Clarence,Ross,423-772-0118,clarence.ross@apple.com,Oneida,Oneida,TN,37841
253573,Sharon,Lopez,304-934-5548,sharon.lopez@gmail.com,Bartley,Bartley,WV,24813
904898,Ann,Cooper,406-278-6460,ann.cooper@exxonmobil.com,Arlee,Arlee,MT,59821
515103,Anne,Perez,423-837-3338,anne.perez@sbcglobal.net,Cookeville,Cookeville,TN,38505
491943,Nancy,Howard,236-973-8086,nancy.howard@gmail.com,Saxe,Saxe,VA,23967
750173,Antonio,Roberts,205-267-7304,antonio.roberts@hotmail.com,Mc Calla,Mc Calla,AL,35111
687017,Frances,Watson,406-530-8069,frances.watson@outlook.com,Trego,Trego,MT,59934
241882,Debra,Wood,308-646-6219,debra.wood@hotmail.com,Blair,Blair,NE,68009
758872,Henry,Jenkins,314-731-7135,henry.jenkins@hotmail.com,Riverside,Riverside,MO,64150
940922,Melissa,Butler,308-827-9016,melissa.butler@hotmail.com,Maxwell,Maxwell,NE,69151
917937,Todd,Hall,240-513-8668,todd.hall@yahoo.com,Randallstown,Randallstown,MD,21133
917395,Christopher,Nelson,480-946-9780,christopher.nelson@aol.com,Willow Beach,Willow Beach,AZ,86445
183071,Andrea,Garcia,219-624-3708,andrea.garcia@aol.com,Granger,Granger,IN,46530
316110,Jeremy,Sanchez,423-974-2755,jeremy.sanchez@hotmail.com,Alcoa,Alcoa,TN,37701
293459,Steven,Phillips,225-968-5952,steven.phillips@hotmail.com,Baton Rouge,Baton Rouge,LA,70833
732017,Cynthia,Ramirez,406-961-7340,cynthia.ramirez@btinternet.com,Browning,Browning,MT,59417
915638,Jason,Anderson,217-856-6752,jason.anderson@gmail.com,Hudson,Hudson,IL,61748
478003,Cynthia,White,314-593-3092,cynthia.white@gmail.com,Kansas City,Kansas City,MO,64133
951225,Margaret,Brooks,303-960-0117,margaret.brooks@gmail.com,Haswell,Haswell,CO,81045
883936,Douglas,Flores,303-836-4721,douglas.flores@gmail.com,Eckert,Eckert,CO,81418
528673,Paul,Watson,270-556-7711,paul.watson@hotmail.com,Blue River,Blue River,KY,41607
765850,Linda,Moore,215-793-7095,linda.moore@gmail.com,Albion,Albion,PA,16401
262382,Cheryl,Miller,270-880-3858,cheryl.miller@ntlworld.com,Bays,Bays,KY,41310
870820,Martha,Washington,405-945-0242,martha.washington@aol.com,Nardin,Nardin,OK,74646
806955,William,Hernandez,239-276-0532,william.hernandez@rediffmail.com,Mary Esther,Mary Esther,FL,32569
325319,Carolyn,Price,217-409-4338,carolyn.price@yahoo.com,Wheaton,Wheaton,IL,60189
623253,Ruby,Stewart,218-445-2369,ruby.stewart@gmail.com,Margie,Margie,MN,56658
225925,Paul,Cooper,210-984-4722,paul.cooper@gmail.com,Glidden,Glidden,TX,78943
761821,Ernest,Washington,212-596-1659,ernest.washington@msn.com,Saranac Lake,Saranac Lake,NY,12983
400173,Dorothy,Edwards,215-902-6888,dorothy.edwards@hotmail.co.uk,Philadelphia,Philadelphia,PA,19132
802554,Ryan,Alexander,225-395-3347,ryan.alexander@shell.com,Jarreau,Jarreau,LA,70749
476433,Lillian,Mitchell,316-876-1484,lillian.mitchell@shaw.ca,Wichita,Wichita,KS,67214
533952,Kelly,Adams,405-418-0037,kelly.adams@bp.com,Meno,Meno,OK,73760
623929,Jimmy,Howard,212-855-9316,jimmy.howard@yahoo.com,Oriskany,Oriskany,NY,13424
844177,Margaret,Allen,216-697-6987,margaret.allen@gmail.com,Richmond Dale,Richmond Dale,OH,45673
212893,Janet,Henderson,239-769-6347,janet.henderson@ntlworld.com,Miami,Miami,FL,33166
185032,Eugene,Perez,262-472-7112,eugene.perez@exxonmobil.com,Racine,Racine,WI,53490
867084,Deborah,Smith,907-279-8694,deborah.smith@yahoo.com,Atqasuk,Atqasuk,AK,99791
969964,Janice,Parker,314-842-5984,janice.parker@yahoo.com,Whiteman Air Force Base,Whiteman Air Force Base,MO,65305
158666,Rebecca,Stewart,209-233-7631,rebecca.stewart@gmail.com,Independence,Independence,CA,93526
489424,Phillip,White,503-668-6592,phillip.white@gmail.com,Mapleton,Mapleton,OR,97453
639892,Jose,Hill,228-245-5000,jose.hill@hotmail.com,Biloxi,Biloxi,MS,39532
704709,Harold,Nelson,217-555-9216,harold.nelson@gmail.com,Carol Stream,Carol Stream,IL,60351
461593,Nicole,Ward,231-761-7861,nicole.ward@yahoo.com,Detroit,Detroit,MI,48278
392491,Theresa,Murphy,907-356-1555,theresa.murphy@gmail.com,Mc Grath,Mc Grath,AK,99627
495141,Tammy,Young,231-290-3075,tammy.young@comcast.net,Alma,Alma,MI,48801
